"Freq [GHz]","dB(S(1,1)) []"
0.002,-0.000369481587924838
0.002998,-0.000615629515977532
0.003996,-0.000952658234516973
0.004994,-0.00137436011619609
0.005992,-0.00187458985267525
0.00699,-0.00244885582943258
0.007988,-0.00309653362451949
0.008986,-0.00382390543756862
0.009984,-0.0046483125261669
0.010982,-0.00538397814573451
0.01198,-0.00628365172666585
0.012978,-0.007366465912125
0.013976,-0.00865362381419828
0.014974,-0.0101729243362119
0.015972,-0.0119599627691747
0.01697,-0.0140598116732168
0.017968,-0.0165293256718479
0.018966,-0.0194402700496266
0.019964,-0.0228835562919675
0.020962,-0.0269749863993884
0.02196,-0.0318630754060296
0.022958,-0.0377397559364297
0.023956,-0.0448550896079551
0.024954,-0.0535375295645562
0.025952,-0.0642217711194417
0.02695,-0.0774866503843315
0.027948,-0.0941054352979065
0.028946,-0.115108892657932
0.029944,-0.14185436618352
0.030942,-0.17607385423607
0.03194,-0.219824029381296
0.032938,-0.275153854660274
0.033936,-0.343127806707007
0.034934,-0.421730592324069
0.035932,-0.502755395988569
0.03693,-0.570105211713141
0.037928,-0.604644642787693
0.038926,-0.596238467172052
0.039924,-0.551396540846755
0.040922,-0.487036085393671
0.04192,-0.418967946480214
0.042918,-0.356467346796352
0.043916,-0.30304278061787
0.044914,-0.25895316659795
0.045912,-0.223115741918483
0.04691,-0.194109461252262
0.047908,-0.17059473538687
0.048906,-0.151445414647914
0.049904,-0.135760773161448
0.050902,-0.122836140197862
0.0519,-0.11212481271149
0.052898,-0.103203075728246
0.053896,-0.095741551157908
0.054894,-0.0894828732520077
0.055892,-0.0842246911301436
0.05689,-0.0798068539238084
0.057888,-0.0761017748549772
0.058886,-0.0730071753997624
0.059884,-0.0704406013213888
0.060882,-0.068335257366953
0.06188,-0.0666368262588262
0.062878,-0.0653010261459451
0.063876,-0.0642917257402331
0.064874,-0.063579483912564
0.065872,-0.0631404152608387
0.06687,-0.0629553086183422
0.067868,-0.0630089442303444
0.068866,-0.0632895692664242
0.069864,-0.0637885018091305
0.070862,-0.0644998414475736
0.07186,-0.0654202708226471
0.072858,-0.0665489374491883
0.073856,-0.0678874092809232
0.074854,-0.0694397011031547
0.075852,-0.0712123721974892
0.07685,-0.0732146990580503
0.077848,-0.0754589304770775
0.078846,-0.0779606363046173
0.079844,-0.0807391659041674
0.080842,-0.0838182381224017
0.08184,-0.0872266919161869
0.082838,-0.0909994362327695
0.083836,-0.0951786501345449
0.084834,-0.0998153006263246
0.085832,-0.10497106776054
0.08683,-0.110720796603681
0.087828,-0.11715563674988
0.088826,-0.124387086895939
0.089824,-0.132552241301102
0.090822,-0.141820646693076
0.09182,-0.152403337134576
0.092818,-0.164564842706514
0.093816,-0.17863929913803
0.094814,-0.195052270845537
0.095812,-0.214350617638331
0.09681,-0.237243806262328
0.097808,-0.264661677466879
0.098806,-0.297836109985082
0.099804,-0.338417695160993
0.100802,-0.380665095514474
0.1018,-0.432433963669487
0.102798,-0.498692436737743
0.103796,-0.583649543890196
0.104794,-0.693037163668455
0.105792,-0.83461509526418
0.10679,-1.01866249209101
0.107788,-1.25805649466328
0.108786,-1.56679107537113
0.109784,-1.95417970412103
0.110782,-2.40976069620005
0.11178,-2.87589205432153
0.112778,-3.2270454972049
0.113776,-3.31665136376576
0.114774,-3.1031093383275
0.115772,-2.69379374523375
