"Freq [GHz]","dB(S(1,1)) []"
0.002,-0.000378263661932628
0.002998,-0.00062598003791371
0.003996,-0.000964861656020905
0.004994,-0.00138839261250901
0.005992,-0.00189008320834906
0.00699,-0.00246510868537944
0.007988,-0.00311259140373585
0.008986,-0.0038387388962712
0.009984,-0.00466113748710316
0.010982,-0.00537047178991089
0.01198,-0.00623460287793579
0.012978,-0.00727769530522177
0.013976,-0.00852403477134
0.014974,-0.0100033261918606
0.015972,-0.0117522590223603
0.01697,-0.0138164512304288
0.017968,-0.0162529398074689
0.018966,-0.0191334400866596
0.019964,-0.0225486755739885
0.020962,-0.0266141953603635
0.02196,-0.0314782618309373
0.022958,-0.037332625593464
0.023956,-0.044427327283617
0.024954,-0.0530910891399288
0.025952,-0.0637593569440188
0.02695,-0.0770124785660501
0.027948,-0.0936263783354551
0.028946,-0.114636063984585
0.029944,-0.14140494533297
0.030942,-0.175672102202593
0.03194,-0.219498117536061
0.032938,-0.274919833943275
0.033936,-0.342943356576577
0.034934,-0.421398815413017
0.035932,-0.501802559912579
0.03693,-0.567792180048187
0.037928,-0.600340428716853
0.038926,-0.589973011658116
0.039924,-0.543927141990582
0.040922,-0.479327215526505
0.04192,-0.411719164127006
0.042918,-0.350012443980042
0.043916,-0.297458578032892
0.044914,-0.254186801427438
0.045912,-0.219066699018727
0.04691,-0.19067043935937
0.047908,-0.167668290667132
0.048906,-0.148948828555713
0.049904,-0.133625935121907
0.050902,-0.121007672621508
0.0519,-0.110557829722341
0.052898,-0.101861109445149
0.053896,-0.0945948058163355
0.054894,-0.0885068171146772
0.055892,-0.08339894372412
0.05689,-0.0791143143731472
0.057888,-0.0755279406772748
0.058886,-0.0725396093848124
0.059884,-0.0700685127470187
0.060882,-0.0680491713476435
0.06188,-0.0664283211294392
0.062878,-0.0651625235505486
0.063876,-0.0642163217491492
0.064874,-0.0635608122656944
0.065872,-0.0631725359366723
0.06687,-0.0630326165208115
0.067868,-0.0631260939976516
0.068866,-0.0634414131338914
0.069864,-0.0639700381748884
0.070862,-0.0647061723502869
0.07186,-0.0656465669856929
0.072858,-0.0667904099069333
0.073856,-0.0681392869043664
0.074854,-0.0696972136030079
0.075852,-0.0714707384187497
0.07685,-0.0734691206040498
0.077848,-0.0757045909254606
0.078846,-0.0781927065137496
0.079844,-0.0809528161681636
0.080842,-0.0840086582288911
0.08184,-0.0873891205072721
0.082838,-0.0911292012828843
0.083836,-0.0952712228583146
0.084834,-0.0998663657376979
0.085832,-0.104976613747355
0.08683,-0.110677230589742
0.087828,-0.117059929621307
0.088826,-0.124236955702162
0.089824,-0.132346377528906
0.090822,-0.141559000862666
0.09182,-0.15208747224916
0.092818,-0.164198371299651
0.093816,-0.178228420774588
0.094814,-0.194606428504563
0.095812,-0.213883291695424
0.09681,-0.236773462693615
0.097808,-0.264212881165455
0.098806,-0.297440804475095
0.099804,-0.338116641424589
0.100802,-0.379395356203341
0.1018,-0.429937599683369
0.102798,-0.494924147650666
0.103796,-0.578486198744354
0.104794,-0.686256424842226
0.105792,-0.825883661026759
0.10679,-1.00756971568378
0.107788,-1.24429137041995
0.108786,-1.55070128176461
0.109784,-1.93819321806148
0.110782,-2.4012294620215
0.11178,-2.89041817946788
0.112778,-3.28589102212307
0.113776,-3.42974008088322
0.114774,-3.2528924769584
0.115772,-2.84863803162918
0.11677,-2.37293663105909
0.117768,-1.93136839196448
0.118766,-1.5634729354578
0.119764,-1.27139557830331
0.120762,-1.04370411903329
0.12176,-0.866752336023511
0.122758,-0.728628749056241
0.123756,-0.619968504262967
0.124754,-0.533707925092034
0.125752,-0.464597597622994
0.12675,-0.40874436561079
0.127748,-0.363248035154477
0.128746,-0.325931292070286
0.129744,-0.295144198459767
0.130742,-0.269623979445638
0.13174,-0.248394504238847
0.132738,-0.230693910641573
0.133736,-0.215922132480017
0.134734,-0.203602542713249
0.135732,-0.193353667184157
0.13673,-0.184868138368788
0.137728,-0.177896899298067
0.138726,-0.172237249903871
0.139724,-0.167723732473935
0.140722,-0.164221135575598
0.14172,-0.161619094843335
0.142718,-0.159827910340797
0.143716,-0.15877530146143
0.144714,-0.158403893605073
0.145712,-0.158669284482687
0.14671,-0.159538577635983
0.147708,-0.160989300666289
0.148706,-0.163008648626441
0.149704,-0.165593011120156
0.150702,-0.168747756411554
0.1517,-0.172487258449221
0.152698,-0.176835164096687
0.153696,-0.181824908845467
0.154694,-0.18750050062471
0.155692,-0.193917603789945
0.15669,-0.201144969843543
0.157688,-0.209266278957821
0.158686,-0.218382478269673
0.159684,-0.228614730944372
0.160682,-0.240108126532652
0.16168,-0.253036351425099
0.162678,-0.26760758278
0.163676,-0.284071956565797
0.164674,-0.302731079429297
0.165672,-0.323950218066472
0.16667,-0.348174027593511
0.167668,-0.375946999766476
0.168666,-0.407940263452581
0.169664,-0.444987013645048
0.170662,-0.488129770790524
0.17166,-0.538684011907205
0.172658,-0.598324665371712
0.173656,-0.669204809998694
0.174654,-0.754120076435687
0.175652,-0.856738267963154
0.17665,-0.981922250129442
0.177648,-1.13618568785824
0.178646,-1.32833511095537
0.179644,-1.57036346669868
0.180642,-1.87865292485571
0.18164,-2.27546572257358
0.182638,-2.79039697131474
0.183636,-3.46048958828673
0.184634,-4.32482638360089
0.185632,-5.40148660518111
0.18663,-6.61794291324201
0.187628,-7.67023756559676
0.188626,-8.00310194643557
0.189624,-7.36978023507561
